"","OM_Titan","Gene Symbols","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"13696","ENSRNOG00000032085","Dlec1",3.368574802,-3.96904247,1.370879021,-2.895253635,0.003788523,0.007657478
"13714","ENSRNOG00000032178","Cenpa",463.7967623,-2.261704794,0.113614072,-19.90690721,3.55e-88,6.06e-87
"13740","ENSRNOG00000032300","Rpl39l",1.601822766,-3.249175448,1.471597169,-2.207924503,0.027249536,0.048444774
"13747","ENSRNOG00000032328","unkown",831.4312525,-2.057736225,0.134794261,-15.26575544,1.29e-52,1.38e-51
"13753","ENSRNOG00000032374","unkown",3.667778574,-2.718424144,1.051631439,-2.584958993,0.009739058,0.018619961
"13781","ENSRNOG00000032446","Recql4",298.9626526,-2.619954707,0.128363576,-20.41042154,1.35e-92,2.41e-91
"13796","ENSRNOG00000032517","Cntn6",10.28373813,-3.650790997,1.123456044,-3.249607332,0.001155645,0.00249097
"13805","ENSRNOG00000032550","AABR07025074.1",5.324123606,-5.514490436,1.335542139,-4.129027661,3.64e-05,9.07e-05
"13810","ENSRNOG00000032569","Lingo3",20.12060038,-2.30783807,0.370360761,-6.231324461,4.63e-10,1.59e-09
"13819","ENSRNOG00000032596","RT1-T24-1",635.1832675,-2.352996332,0.095969345,-24.51820763,9.45e-133,2.54e-131
"13824","ENSRNOG00000032626","Mmp3",30.68403496,-4.02394861,0.369519762,-10.88967094,1.29e-27,8.25e-27
"13830","ENSRNOG00000032656","Ptprt",139.9756263,-2.349906367,0.3096376,-7.58921515,3.22e-14,1.34e-13
"13853","ENSRNOG00000032739","unkown",2.5682451,-2.632042921,1.157915722,-2.273086781,0.023020951,0.041468379
"13877","ENSRNOG00000032832","Mmp10",3.82551552,-3.880930816,1.087698988,-3.568019146,0.00035969,0.000819614
"13941","ENSRNOG00000033064","Edil3",49.86648185,-3.473680591,0.35068564,-9.905397307,3.94e-23,2.23e-22
"13999","ENSRNOG00000033321","Hmgb2l1",660.7397151,-2.031876093,0.105245188,-19.30611875,4.77e-83,7.66e-82
"14058","ENSRNOG00000033573","Sgk2",2.111907344,-5.770612596,1.747539875,-3.302135006,0.000959519,0.002086299
"14084","ENSRNOG00000033658","Kntc1",1257.043472,-2.680445685,0.110249735,-24.31249086,1.45e-130,3.8e-129
"14093","ENSRNOG00000033693","Naip6",9.472750203,-4.087862332,0.832475568,-4.910489253,9.08e-07,2.56e-06
"14133","ENSRNOG00000033844","Bex1",108.4779995,-2.401235164,0.195432088,-12.28680094,1.07e-34,8.18e-34
"14154","ENSRNOG00000033952","AABR07057438.1",25.2726556,-3.458371734,0.436577933,-7.921544986,2.35e-15,1.02e-14
"14157","ENSRNOG00000033973","Ccdc177",37.47129964,-3.127202557,0.446424187,-7.005002522,2.47e-12,9.51e-12
"14164","ENSRNOG00000034007","Nr3c2",420.0292448,-2.248724925,0.16127992,-13.94299376,3.47e-44,3.19e-43
"14185","ENSRNOG00000034102","Plk5",7.326975953,-2.312171626,0.801315307,-2.885470435,0.003908292,0.007889304
"14193","ENSRNOG00000034134","unkown",7.476097535,-2.411052073,0.689738919,-3.495601027,0.000472995,0.001064154
"14200","ENSRNOG00000034177","Efna5",9.610136387,-2.549131109,0.638707158,-3.991079599,6.58e-05,0.000160435
"14303","ENSRNOG00000035581","Mir222",13.17818932,-2.528808431,0.61225048,-4.130349443,3.62e-05,9.03e-05
"14312","ENSRNOG00000035597","Mir27a",4.566981624,-2.508699146,0.933523645,-2.687343978,0.007202274,0.014043306
"14316","ENSRNOG00000035606","Mir3554",150.8076167,-2.026871664,0.157636588,-12.85787578,7.77e-38,6.35e-37
"14329","ENSRNOG00000035631","Mir221",113.2054154,-2.519140133,0.199458974,-12.62986607,1.45e-36,1.15e-35
"14339","ENSRNOG00000035649","Mir92a1",2.156628031,-3.63033774,1.398076973,-2.596665141,0.009413364,0.018032376
"14398","ENSRNOG00000036631","Ptgdr2",71.57792834,-7.104575034,1.032886943,-6.878366583,6.05e-12,2.29e-11
"14419","ENSRNOG00000036675","Btbd16",1.574272009,-4.423810298,1.533686447,-2.884429413,0.003921237,0.007913722
"14421","ENSRNOG00000036677","Slc16a3",995.1604932,-3.11508537,0.097472653,-31.95855748,4.11e-224,2.19e-222
"14444","ENSRNOG00000036703","Itgax",47.96661754,-2.545027124,0.30903198,-8.235481414,1.79e-16,8.15e-16
"14520","ENSRNOG00000037091","AABR07050222.1",4.480303559,-3.123946677,1.30690578,-2.390338099,0.016832869,0.03101929
"14524","ENSRNOG00000037134","Shc4",15.75044858,-2.185149868,0.538519089,-4.057701781,4.96e-05,0.000122209
"14540","ENSRNOG00000037198","Usp18",39.30518467,-3.016801203,0.325361613,-9.272148536,1.82e-20,9.49e-20
"14546","ENSRNOG00000037211","Kif14",244.2579671,-2.769638862,0.162366679,-17.05792638,3.05e-65,3.9e-64
"14567","ENSRNOG00000037302","Rad51",683.3154249,-3.082781737,0.115792777,-26.62326452,3.65e-156,1.21e-154
"14598","ENSRNOG00000037436","Macc1",14.01502071,-2.710610989,0.619517042,-4.375361458,1.21e-05,3.13e-05
"14602","ENSRNOG00000037449","Pole",724.515157,-2.343762113,0.129482934,-18.10093455,3.13e-73,4.48e-72
"14647","ENSRNOG00000037658","Gprasp2",269.5862146,-2.026201583,0.135895827,-14.90996177,2.84e-50,2.91e-49
"14657","ENSRNOG00000037707","Armcx6",434.1948237,-2.921315911,0.123708791,-23.61445691,2.74e-123,6.61e-122
"14662","ENSRNOG00000037718","Cfap52",8.283527566,-2.574672701,1.147171698,-2.244365603,0.024808888,0.044457298
"14688","ENSRNOG00000037911","LOC680227",80.32770401,-3.474477478,0.265278217,-13.09748506,3.4e-39,2.86e-38
"14712","ENSRNOG00000038035","Kif4a",802.9007626,-2.225694171,0.072780385,-30.58096197,2.19e-205,1.07e-203
"14716","ENSRNOG00000038055","Slc47a2",3.299320321,-2.64598821,1.082137756,-2.445149147,0.014479225,0.026918635
"14766","ENSRNOG00000038308","unkown",10.63158985,-7.92374806,1.395279175,-5.67896963,1.36e-08,4.29e-08
"14768","ENSRNOG00000038322","unkown",106.0940223,-3.699395228,0.288952495,-12.80278003,1.58e-37,1.28e-36
"14801","ENSRNOG00000038539","unkown",29.42093846,-3.15675107,0.502070098,-6.287470782,3.23e-10,1.12e-09
"14882","ENSRNOG00000039183","Cip2a",366.0026815,-2.189150767,0.10882618,-20.11603052,5.34e-90,9.26e-89
"14927","ENSRNOG00000039464","unkown",2.149166009,-3.688662827,1.561627072,-2.362063834,0.018173513,0.033312156
"14938","ENSRNOG00000039494","Aass",229.9578394,-2.629747939,0.138009005,-19.05490109,5.98e-81,9.36e-80
"14955","ENSRNOG00000039576","Suv39h1l1",866.0101822,-2.351452305,0.075889978,-30.98501765,8.58e-211,4.28e-209
"14973","ENSRNOG00000039698","Prss22",10.64194591,-8.123418711,1.234685762,-6.579341043,4.73e-11,1.71e-10
"15012","ENSRNOG00000039891","Adgrg5",4.758781393,-2.666695142,1.040679551,-2.562455599,0.010393488,0.019741702
"15013","ENSRNOG00000039902","Lbh",2299.984485,-2.064847001,0.08384071,-24.62821476,6.3e-134,1.71e-132
"15017","ENSRNOG00000039949","Rad54b",117.067143,-3.267383112,0.203250889,-16.07561539,3.78e-58,4.42e-57
"15041","ENSRNOG00000040136","Stpg4",4.024751623,-2.432912618,0.868295274,-2.801941565,0.005079607,0.01009645
"15157","ENSRNOG00000042105","Lce1l",12.43384214,-2.159953699,0.559600111,-3.859816424,0.000113472,0.000270593
"15183","ENSRNOG00000042224","Cyp2j10",1.862488839,-4.251172274,1.501537283,-2.831213265,0.004637179,0.009270384
"15203","ENSRNOG00000042281","AABR07018124.1",2.870434957,-4.093298181,1.397389826,-2.929245731,0.003397857,0.006921079
"15205","ENSRNOG00000042286","Nsl1",225.8169017,-2.822656891,0.140262137,-20.12415435,4.53e-90,7.89e-89
"15255","ENSRNOG00000042460","Hmga2",1189.966739,-2.739346034,0.105878511,-25.87254023,1.36e-147,4.14e-146
"15389","ENSRNOG00000042944","Cenpw",313.5900717,-2.358873585,0.134134436,-17.58589113,3.16e-69,4.28e-68
"15425","ENSRNOG00000043076","unkown",127.9710951,-2.080917144,0.175275029,-11.87229667,1.65e-32,1.2e-31
"15440","ENSRNOG00000043113","Fam43b",27.45329974,-2.489686006,0.41552233,-5.991702073,2.08e-09,6.9e-09
"15442","ENSRNOG00000043120","unkown",17.51309527,-3.998916397,0.678171078,-5.896618898,3.71e-09,1.22e-08
"15488","ENSRNOG00000043300","Enho",5.361646703,-2.339943562,0.892591809,-2.621515837,0.00875397,0.016836639
"15495","ENSRNOG00000043329","Rnf180",12.41162409,-2.567802206,0.836386062,-3.07011597,0.002139757,0.004469703
"15530","ENSRNOG00000043465","Arc",350.3385247,-2.30140707,0.137313746,-16.76020893,4.77e-63,5.91e-62
"15567","ENSRNOG00000044512","unkown",0.987339252,-3.830113202,1.594107849,-2.402668806,0.016275921,0.03004934
"15647","ENSRNOG00000045663","unkown",11.75035835,-3.041747131,1.132900221,-2.684920592,0.007254704,0.014135197
"15673","ENSRNOG00000045738","Ak4",59.81666397,-3.902213915,0.397509427,-9.81665755,9.55e-23,5.32e-22
"15697","ENSRNOG00000045781","Mir3561",8.335744048,-2.356453358,0.70106488,-3.361248616,0.00077591,0.00170375
"15760","ENSRNOG00000045973","Gzmbl1",12.29975181,-2.477637273,0.945080388,-2.621615373,0.008751414,0.016833458
"15769","ENSRNOG00000045999","unkown",39.42270979,-3.552487486,0.359551808,-9.880321576,5.07e-23,2.85e-22
"15865","ENSRNOG00000046258","B3gnt5",351.3758435,-2.042246195,0.114649864,-17.81289673,5.61e-71,7.8e-70
"15951","ENSRNOG00000046479","Chaf1a",1011.523829,-2.133529032,0.077459231,-27.54389628,5.24e-167,1.89e-165
"15956","ENSRNOG00000046492","Nemp1",215.097626,-2.255620545,0.149714592,-15.06613694,2.7e-51,2.81e-50
"16006","ENSRNOG00000046635","Cdca5",181.0518009,-2.420954518,0.150876206,-16.04596636,6.1e-58,7.12e-57
"16035","ENSRNOG00000046727","Abcc2",1.924943924,-3.855471389,1.622923897,-2.37563289,0.017518883,0.032184932
"16056","ENSRNOG00000046783","unkown",2.200202869,-3.476287515,1.461718396,-2.37821972,0.017396457,0.031975756
"16076","ENSRNOG00000046848","PCOLCE2",2818.306676,-2.19043832,0.082309584,-26.61219051,4.91e-156,1.62e-154
"16084","ENSRNOG00000046864","Acot4",11.94420535,-3.194144446,0.68360012,-4.672533476,2.98e-06,8.07e-06
"16100","ENSRNOG00000046915","Ceacam9",7.393591487,-2.092068736,0.832604988,-2.5126786,0.011981844,0.0225407
"16134","ENSRNOG00000047005","Kcnk5",6.201791242,-3.001646769,0.755253694,-3.974355629,7.06e-05,0.000171575
"16137","ENSRNOG00000047013","unkown",10.44552732,-3.639634462,1.274815682,-2.855027997,0.004303304,0.008643665
"16158","ENSRNOG00000047080","unkown",16.87381723,-4.399204054,0.88590313,-4.965784524,6.84e-07,1.94e-06
"16181","ENSRNOG00000047125","Foxl1",4.847100037,-2.865447487,1.038563343,-2.759049322,0.005796979,0.011435841
"16210","ENSRNOG00000047206","unkown",1375.147525,-2.26984016,0.074072066,-30.64367283,3.21e-206,1.56e-204
"16257","ENSRNOG00000047314","Tk1",1781.421085,-2.085511711,0.06264612,-33.29035706,5.32e-243,3.15e-241
"16279","ENSRNOG00000047376","unkown",36.86180121,-2.57755743,0.392342122,-6.56966787,5.04e-11,1.82e-10
"16301","ENSRNOG00000047446","Foxc2",357.3715911,-3.023857721,0.125980399,-24.0026048,2.61e-127,6.61e-126
"16318","ENSRNOG00000047491","AABR07037520.1",112.6543393,-2.12939039,0.266414665,-7.992767182,1.32e-15,5.81e-15
"16337","ENSRNOG00000047537","unkown",40.21501149,-2.15304182,0.298240971,-7.21913495,5.23e-13,2.07e-12
"16483","ENSRNOG00000047924","Zbtb7c",207.5996853,-3.554442747,0.227655886,-15.6132258,5.92e-55,6.56e-54
"16498","ENSRNOG00000047960","Rab9b",43.93252853,-2.940910094,0.364930527,-8.058821814,7.7e-16,3.42e-15
"16520","ENSRNOG00000048036","Ncan",2.114581885,-3.719755295,1.533434296,-2.42576764,0.015276047,0.028295716
"16537","ENSRNOG00000048088","Mest",140.7010457,-2.224366558,0.193038071,-11.52294231,1.01e-30,6.98e-30
"16583","ENSRNOG00000048204","unkown",5.603929211,-2.298321941,0.912339875,-2.519151036,0.011763818,0.022159585
"16592","ENSRNOG00000048231","Tmem235",3.093460411,-4.91186712,1.373950973,-3.574994463,0.000350235,0.000799241
"16630","ENSRNOG00000048329","Cyp2ac1",18.91927017,-4.623148144,0.778119493,-5.941437256,2.83e-09,9.32e-09
"16656","ENSRNOG00000048411","Uhrf1",1860.730085,-3.460136606,0.076128559,-45.45122973,0,0
"16844","ENSRNOG00000048961","Bhlhe41",318.6054352,-4.168600798,0.188349857,-22.13222178,1.55e-108,3.29e-107
"16846","ENSRNOG00000048967","LOC688459",1051.10614,-3.735893765,0.103601583,-36.06019961,9.54e-285,7.3e-283
"16877","ENSRNOG00000049033","Racgap1",1891.624565,-2.884516162,0.063163858,-45.6671941,0,0
"16889","ENSRNOG00000049063","Slc16a9",37.0688751,-2.573900335,0.35532205,-7.243851969,4.36e-13,1.74e-12
"16964","ENSRNOG00000049277","Syne4",6.6138878,-2.960960184,0.899349248,-3.292336309,0.000993587,0.00215786
"17000","ENSRNOG00000049392","Sowahd",7.224715782,-3.559384175,1.313248735,-2.710365584,0.006720908,0.013161103
"17004","ENSRNOG00000049400","unkown",1.763017414,-4.069126614,1.609547511,-2.52811836,0.011467569,0.021638672
"17008","ENSRNOG00000049410","Chrm3",1.918528783,-4.028622424,1.618942416,-2.488428485,0.012830904,0.024050695
"17039","ENSRNOG00000049505","Nup43",475.2858755,-2.121756906,0.094762346,-22.39029521,4.89e-111,1.07e-109
"17101","ENSRNOG00000049695","Myh4",2892.164221,-4.072573371,0.100851878,-40.38173076,0,0
"17103","ENSRNOG00000049700","unkown",54.14010093,-10.57115228,1.200720214,-8.804009586,1.32e-18,6.46e-18
"17138","ENSRNOG00000049802","unkown",54.48123971,-2.988446157,0.261893002,-11.41094315,3.69e-30,2.5e-29
"17190","ENSRNOG00000049949","Hapln4",32.26323843,-3.164981809,0.43474037,-7.28016543,3.33e-13,1.34e-12
"17202","ENSRNOG00000049976","LOC102553861",12.76405856,-2.729924016,0.9293035,-2.93760221,0.003307611,0.006750522
"17228","ENSRNOG00000050042","unkown",12.17168883,-2.271403208,0.567887393,-3.999742268,6.34e-05,0.000154938
"17239","ENSRNOG00000050071","Cldn5",437.6891754,-3.041186236,0.118997409,-25.55674322,4.62e-144,1.36e-142
"17255","ENSRNOG00000050111","Cenpo",139.8297189,-2.203025857,0.199138615,-11.06277586,1.9e-28,1.24e-27
"17290","ENSRNOG00000050205","Afmid",45.9949227,-2.248226743,0.278719413,-8.066272519,7.25e-16,3.22e-15
"17313","ENSRNOG00000050251","MGC105649",24.30904125,-5.655571537,0.761618598,-7.425726676,1.12e-13,4.57e-13
"17411","ENSRNOG00000050534","unkown",100.2541527,-4.92610071,0.365377409,-13.48222575,1.99e-41,1.74e-40
"17492","ENSRNOG00000050767","Nrn1",1548.34554,-2.696266018,0.080212284,-33.61412831,1.04e-247,6.3e-246
"17511","ENSRNOG00000050819","Birc5",512.4851813,-2.759357933,0.131593654,-20.96877656,1.26e-97,2.38e-96
"17517","ENSRNOG00000050834","Fam102a",205.7359599,-2.664030655,0.203546109,-13.08809425,3.85e-39,3.23e-38
"17554","ENSRNOG00000050946","Fam110a",180.553532,-2.109710682,0.142170829,-14.83926557,8.16e-50,8.32e-49
"17601","ENSRNOG00000051056","Fndc4",393.787307,-2.131010945,0.096044317,-22.18778811,4.51e-109,9.61e-108
"17617","ENSRNOG00000051085","unkown",20.23069053,-2.009448197,0.48832068,-4.115017612,3.87e-05,9.63e-05
"17684","ENSRNOG00000051222","unkown",1.197520799,-4.118303268,1.652620156,-2.49198417,0.01270317,0.023825626
"17765","ENSRNOG00000051367","LOC120094943",7.544402619,-2.498103437,0.685137959,-3.646132001,0.000266217,0.000614576
"17768","ENSRNOG00000051372","Mycn",22.88416412,-2.489311025,0.505666188,-4.922834636,8.53e-07,2.4e-06
"17774","ENSRNOG00000051383","unkown",10.16526738,-3.654225127,0.920763218,-3.968691469,7.23e-05,0.00017559
"17779","ENSRNOG00000051399","Col10a1",4.265134349,-2.189395623,0.898682443,-2.436228326,0.014841313,0.027553368
"17837","ENSRNOG00000051500","unkown",13.35616694,-2.201220203,0.564044708,-3.902563343,9.52e-05,0.000228519
"17847","ENSRNOG00000051528","Ddx11",318.4263502,-2.543268083,0.14846637,-17.13026385,8.83e-66,1.14e-64
"17890","ENSRNOG00000051615","Hmgn2",7230.667821,-2.134806768,0.065960095,-32.36512592,8.5e-230,4.69e-228
"17897","ENSRNOG00000051623","Exosc8",477.5899212,-2.303836889,0.114472819,-20.12562383,4.4e-90,7.66e-89
"17935","ENSRNOG00000051688","Syt15",12.2552198,-6.460588981,1.237945843,-5.218797751,1.8e-07,5.32e-07
"18061","ENSRNOG00000051941","unkown",205.0347727,-3.088532107,0.154631133,-19.97354643,9.36e-89,1.61e-87
"18066","ENSRNOG00000051952","Tes",2590.220629,-2.487198007,0.057805078,-43.02732724,0,0
"18093","ENSRNOG00000052007","unkown",2.740366484,-4.262025806,1.355578336,-3.144064562,0.001666187,0.003531468
"18108","ENSRNOG00000052033","LOC120102608",5.889674292,-2.668699006,0.80677364,-3.307865891,0.000940098,0.002046457
"18110","ENSRNOG00000052038","Haus8",724.9398885,-2.50725361,0.110678902,-22.65340164,1.29e-113,2.88e-112
"18244","ENSRNOG00000052311","unkown",7.896155759,-4.895637379,1.100160756,-4.449929115,8.59e-06,2.25e-05
"18272","ENSRNOG00000052368","Clcnka",57.54154788,-3.399713502,0.494052992,-6.881272972,5.93e-12,2.24e-11
"18294","ENSRNOG00000052412","unkown",3.037164387,-3.406308,1.538091639,-2.214632675,0.026785287,0.047701228
"18326","ENSRNOG00000052486","Kcna6",2.574929459,-3.98713486,1.518885904,-2.625039082,0.008663902,0.016684047
"18435","ENSRNOG00000052724","unkown",24.41703298,-2.473667404,0.813408625,-3.041112829,0.002357055,0.00488859
"18449","ENSRNOG00000052753","unkown",154.2499722,-3.020720519,0.180671527,-16.7194055,9.47e-63,1.17e-61
"18489","ENSRNOG00000052831","unkown",4.119983988,-3.104217754,1.240077687,-2.503244585,0.012306047,0.02311332
"18578","ENSRNOG00000053026","Shcbp1",444.2301228,-2.35109683,0.106958791,-21.98133336,4.35e-107,9.11e-106
"18591","ENSRNOG00000053047","Top2a",3086.361629,-2.921089705,0.068936687,-42.37351473,0,0
"18710","ENSRNOG00000053317","Efcab11",40.36509501,-2.540992175,0.309542531,-8.208862816,2.23e-16,1.01e-15
"18724","ENSRNOG00000053350","unkown",5.400770613,-3.210149453,0.872706042,-3.678385731,0.000234715,0.000544681
"18740","ENSRNOG00000053384","Bmp7",2.072512996,-3.317969405,1.290439718,-2.571192872,0.010134887,0.019299621
"18742","ENSRNOG00000053387","unkown",41.36065108,-2.030273434,0.318971627,-6.36505965,1.95e-10,6.87e-10
"18758","ENSRNOG00000053430","Slco4a1",6.539074688,-5.561617125,1.112120459,-5.000912519,5.71e-07,1.63e-06
"18776","ENSRNOG00000053472","unkown",9.589812989,-2.886262101,0.774184498,-3.728132132,0.000192904,0.000451699
"18811","ENSRNOG00000053542","unkown",19.62770732,-4.84054039,0.798739755,-6.060222195,1.36e-09,4.56e-09
"18817","ENSRNOG00000053560","unkown",76.7945637,-2.731585044,0.274745654,-9.942232037,2.73e-23,1.55e-22
"18861","ENSRNOG00000053626","unkown",20.20974872,-3.5325739,0.510739588,-6.91658525,4.63e-12,1.76e-11
"18862","ENSRNOG00000053627","LOC120097977",2.209982005,-3.937601421,1.476671711,-2.666538129,0.007663691,0.014882348
"18903","ENSRNOG00000053699","unkown",88.14393671,-2.225295465,0.300821011,-7.397407052,1.39e-13,5.64e-13
"18963","ENSRNOG00000053819","unkown",2.069398595,-3.347013611,1.515172224,-2.208998791,0.027174725,0.04832098
"18976","ENSRNOG00000053850","unkown",193.6609949,-2.588011731,0.190906503,-13.55643571,7.26e-42,6.42e-41
"18981","ENSRNOG00000053864","unkown",5.957831857,-3.518578796,1.343537331,-2.618891724,0.008821594,0.016957963
"19068","ENSRNOG00000054057","unkown",76.41519024,-2.875559161,0.305453162,-9.414075595,4.77e-21,2.53e-20
"19136","ENSRNOG00000054212","Pde1a",348.8248457,-2.863654379,0.162288403,-17.64546527,1.1e-69,1.51e-68
"19170","ENSRNOG00000054286","Rrm2",3444.739285,-2.390522143,0.058771549,-40.67481935,0,0
"19206","ENSRNOG00000054347","LOC120096384",57.27495023,-2.056804956,0.236043997,-8.713650757,2.94e-18,1.42e-17
"19263","ENSRNOG00000054465","unkown",2.805075204,-3.150627497,1.355181929,-2.324874195,0.020078688,0.03652094
"19269","ENSRNOG00000054474","Mastl",736.3663949,-2.437258647,0.102065083,-23.87945583,5.01e-126,1.26e-124
"19312","ENSRNOG00000054548","Srpk3",17.02146054,-3.223537377,0.524332799,-6.14788429,7.85e-10,2.67e-09
"19317","ENSRNOG00000054553","unkown",1.575617032,-3.553263276,1.589749879,-2.235108379,0.025410234,0.04544326
"19457","ENSRNOG00000054872","unkown",3.704098462,-2.517155485,0.852036357,-2.95428178,0.003133977,0.006412103
"19500","ENSRNOG00000054961","unkown",9.682534482,-2.487989069,0.68487802,-3.632747723,0.000280419,0.000646003
"19518","ENSRNOG00000054998","LOC120103272",2.700253399,-3.348405135,1.514847974,-2.210390213,0.027078092,0.048167512
"19537","ENSRNOG00000055025","Fam25a",38.96232632,-4.922463218,0.456494243,-10.78318795,4.13e-27,2.61e-26
"19544","ENSRNOG00000055042","Gprin2",5.115700391,-2.305093787,0.948787065,-2.429516455,0.015118979,0.028035391
"19604","ENSRNOG00000055176","AC094647.1",14.48564992,-2.16674065,0.536364535,-4.039679188,5.35e-05,0.000131607
"19699","ENSRNOG00000055382","Hcn1",19.18434813,-3.175056839,0.637530088,-4.980246266,6.35e-07,1.81e-06
"19705","ENSRNOG00000055392","unkown",2.964068186,-3.320094234,1.238905416,-2.679860942,0.007365275,0.014338866
"19715","ENSRNOG00000055408","Gcat",275.013563,-2.587860829,0.145602708,-17.77343881,1.14e-70,1.57e-69
"19791","ENSRNOG00000055567","Fmnl2",1065.351999,-2.077273434,0.125364501,-16.56986954,1.15e-61,1.4e-60
"19814","ENSRNOG00000055611","unkown",3.940727103,-2.739704912,1.160011451,-2.361791264,0.018186879,0.033333382
"19832","ENSRNOG00000055650","Pou2f2",3.56678609,-2.44134411,1.101438861,-2.216504426,0.026656975,0.047495384
"19856","ENSRNOG00000055700","unkown",1.689815636,-4.434020936,1.578999754,-2.808120093,0.004983164,0.009919548
"19861","ENSRNOG00000055715","unkown",5.127508303,-2.350164031,0.887676706,-2.647545008,0.008107857,0.015676366
"19876","ENSRNOG00000055751","P3h2",6.298922474,-6.39461049,1.2683256,-5.04177357,4.61e-07,1.32e-06
"19927","ENSRNOG00000055851","unkown",2.312458258,-3.520789601,1.590658957,-2.213415758,0.026868995,0.047827478
"19931","ENSRNOG00000055858","Myb",4.937360436,-5.728945334,1.357301675,-4.220834203,2.43e-05,6.15e-05
"19984","ENSRNOG00000055965","LOC120101203",7.291082581,-2.023559039,0.719892856,-2.81091696,0.004940053,0.00984108
"20032","ENSRNOG00000056069","Kif11",1306.467968,-2.550155739,0.066377292,-38.41909899,0,0
"20038","ENSRNOG00000056087","Erich2",5.346117144,-2.148313614,0.869344666,-2.471187435,0.013466522,0.0251411
"20087","ENSRNOG00000056183","LOC120093044",11.35355446,-2.186039549,0.552203626,-3.958756241,7.53e-05,0.000182793
"20099","ENSRNOG00000056209","Exo1",267.3813674,-3.100498379,0.1590383,-19.49529373,1.2e-84,1.99e-83
"20101","ENSRNOG00000056213","unkown",8.9770689,-4.483991756,0.86494462,-5.184137405,2.17e-07,6.38e-07
"20104","ENSRNOG00000056219","Olr1",238.213592,-2.652422592,0.27195261,-9.753252926,1.79e-22,9.87e-22
"20130","ENSRNOG00000056278","unkown",6.67906683,-2.149558198,0.792068279,-2.713854669,0.006650534,0.013035605
"20135","ENSRNOG00000056297","Fmnl3",3524.522718,-2.086367397,0.083635272,-24.94602276,2.36e-137,6.63e-136
"20177","ENSRNOG00000056386","unkown",4.194573186,-2.584416411,1.03998637,-2.485048349,0.012953384,0.024265651
"20213","ENSRNOG00000056457","Gpd1",8.456615422,-2.154022262,0.650828907,-3.309659786,0.000934094,0.0020341
"20283","ENSRNOG00000056612","Unc13c",12.54353433,-3.44306322,0.591288481,-5.822983751,5.78e-09,1.87e-08
"20287","ENSRNOG00000056622","unkown",14.6989987,-2.268906908,0.540808373,-4.195399003,2.72e-05,6.85e-05
"20313","ENSRNOG00000056672","unkown",3.56571485,-3.378630278,1.255340261,-2.691405974,0.007115155,0.013892309
"20391","ENSRNOG00000056817","Muc6",24.04155577,-2.1575297,0.679262212,-3.176284009,0.001491748,0.003177991
"20411","ENSRNOG00000056860","unkown",1.591209754,-3.845688916,1.582408931,-2.430275032,0.015087369,0.027990685
"20479","ENSRNOG00000057000","unkown",2.44600811,-5.264050627,1.404016412,-3.749279982,0.000177343,0.000416359
"20521","ENSRNOG00000057072","Slc12a3",2.599460167,-4.129959926,1.45772641,-2.833151611,0.004609152,0.009219292
"20535","ENSRNOG00000057092","Slfn4",1328.683216,-2.96276033,0.088050627,-33.64837296,3.29e-248,2e-246
"20570","ENSRNOG00000057161","unkown",346.6040184,-2.271930006,0.101765025,-22.32525378,2.1e-110,4.54e-109
"20633","ENSRNOG00000057316","LOC120100472",13.97643847,-2.008037483,0.552700655,-3.63313751,0.000279996,0.000645107
"20677","ENSRNOG00000057404","Slc47a1",132.8077298,-3.916760175,0.236555147,-16.55749293,1.41e-61,1.72e-60
"20689","ENSRNOG00000057433","unkown",6.57529844,-3.565815797,1.305750722,-2.730854931,0.006317027,0.012406665
"20701","ENSRNOG00000057458","Oip5",95.71032735,-2.113276719,0.183774887,-11.49926823,1.33e-30,9.13e-30
"20750","ENSRNOG00000057601","unkown",28.58392853,-2.360302955,0.419142663,-5.631263913,1.79e-08,5.62e-08
"20809","ENSRNOG00000057718","unkown",2.044167381,-3.995226009,1.721810021,-2.320364012,0.020321194,0.036922442
"20830","ENSRNOG00000057760","Stil",365.8769054,-2.156720693,0.125530588,-17.18083791,3.7e-66,4.79e-65
"20848","ENSRNOG00000057795","unkown",6.753459732,-2.78217268,0.761198018,-3.654992016,0.00025719,0.000594545
"20883","ENSRNOG00000057852","unkown",13.54861634,-3.624698447,0.616990934,-5.874800178,4.23e-09,1.38e-08
"20891","ENSRNOG00000057867","Mns1",104.1949842,-2.433638795,0.202765849,-12.00221245,3.46e-33,2.55e-32
"20929","ENSRNOG00000057959","unkown",3.020638246,-4.261361492,1.395390006,-3.053885634,0.002258982,0.004695622
"21007","ENSRNOG00000058111","Itga2",61.84505567,-2.46283275,0.3097524,-7.950972291,1.85e-15,8.09e-15
"21081","ENSRNOG00000058262","unkown",6.721916649,-2.19117293,0.756905267,-2.894910403,0.003792668,0.007664195
"21082","ENSRNOG00000058263","unkown",4.061243523,-2.654684905,1.010415959,-2.627318861,0.008606065,0.016581226
"21140","ENSRNOG00000058389","unkown",4.40610225,-4.127062407,1.436606792,-2.872784975,0.004068709,0.008197162
"21220","ENSRNOG00000058539","Ccnb1",1323.212443,-2.54554872,0.059147983,-43.03694853,0,0
"21235","ENSRNOG00000058568","unkown",1138.529667,-5.340879112,0.121531365,-43.9465082,0,0
